epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,901.797,2.67512,8.42476,1.52143,0.50364,0.49558,0.42197,0.2015,1.95028,2.86429,1.14865,0.000331237,0.000331237,0.000331237
2,1709.81,2.04276,2.26321,1.17622,0.6507,0.65117,0.71724,0.33299,1.80947,1.67878,1.11326,0.000651412,0.000651412,0.000651412
